,,,https://drive.google.com/uc?export=view&id=1xAEtcPctbtjQbVYCkcdpXEYWx-rm9bRG,Asics Gel Kayano 14s  (26+ Styles),,LINK,https://weidian.com/item.html?itemID=7618023402,$59.92,¥419.28,,,,,,,,,Ralph Lauren zip up hoodies,, LINK ,$28,,Corteiz balaclavas,, LINK ,$7,,"Supreme Underwear
(12+ styles)",,LINK,$3
,,,https://drive.google.com/uc?export=view&id=1a1M2j4OnqQB3dUIYSAhWmHUx44z02-yk,Polo Ralph Lauren cable knit sweater (6 styles),, LINK , https://weidian.com/item.html?itemID=7618073098 ,$15.88,¥111.12,,,,,,,,,Ami Paris sweaters,, LINK ,$31,,Goyard wallets,, LINK ,$9,,"Nike Socks
(26+ styles)",,LINK,$1
,,,https://drive.google.com/uc?export=view&id=1n6hjENWghjvLgx6sqsKQGO4Lm2vyOmQp,Lacoste Crewnecks        (5 styles),, LINK , https://weidian.com/item.html?itemID=7615178341 ,$15.88,¥111.12,,,,,,,,,Supreme hoodies (9 styles),, LINK ,$28,,Lacoste hoodies (30+ styles),, LINK ,$23,,"Airpods
(4+ styles)",,LINK,$2
,,,https://drive.google.com/uc?export=view&id=1vyV9_EBiKUSqug0tKmYAN3L6mZ9T9ru1,Polo Ralph Lauren Zip Up Hoodies (6 styles),, LINK , https://weidian.com/item.html?itemID=7618178246 ,$15.88,¥111.12,,,,,,,,,Jordan 1s (30+ styles),, LINK ,$35,,New balance shoes (40+ styles),, LINK ,$33,,"Stone Island Hoodie
(24+ styles)",,LINK,$19
,,,https://drive.google.com/uc?export=view&id=1YRw4I5M-7samlWhbSprRyzauTlRcdC51,Supreme Tracksuits          (40+ styles),,LINK,https://weidian.com/item.html?itemID=7615124769,$14.28,¥99.92,,,,,,,,,Ugg slippers (26+ styles),, LINK ,$37,,Supreme heat reactive balaclavas,, LINK ,$15,,"Ralph Lauren Sweater
(33+ styles)",,LINK,$15
,,,https://drive.google.com/uc?export=view&id=12SAyP_0HhWnT2y3tHgy8QnCAvHtZoYnP,Best Burberry Puffer Jacket ,, LINK , https://weidian.com/item.html?itemID=7618152436 ,$56.13,¥392.76,,,,,,,,,Jordan 4s (30+ styles),, LINK ,$30,,Ralph Lauren zip up (20+ styles),, LINK ,$26,,"Lacoste Hoodie
(38+ styles)",,LINK,$11
,,,https://drive.google.com/uc?export=view&id=1cY4GBGWkgFXcv7n3MrYp6vkLHJBpff2g,➡️ Ralph lauren puffers (from my videos) ,,  LINK  , https://weidian.com/item.html?itemID=7646548908 ,$40.20,¥281.29,,,,,,,,,Timberlands (7+ styles),, LINK ,$67,,Nike P6000s (30+ styles),, LINK ,$27,,"Play Comme des Garçons CDG Hoodie
(17+ styles)",,LINK,$13
,,,https://drive.google.com/uc?export=view&id=1Et0HWRuJP5ydHrHtYfcGq3umvOdeTJiT,The North Face Pufferjackets (35+ styles),,LINK,https://weidian.com/item.html?itemID=7615134647,$20.53,¥143.65,,,,,,,,,Nike Nocta hotstep 2 (10+ styles),, LINK ,$60,,Designer Fragrances (40+ options),, LINK ,$16,,"Moncler Hoodie
(39+ styles)",,LINK,$15
,,,https://drive.google.com/uc?export=view&id=1ECH2KaOYXt1_kDyOmvxeZf5BKOdjcvas,The North Face vests (6+ styles),, LINK , https://weidian.com/item.html?itemID=7615118837 ,$15.88,¥111.12,,,,,,,,,New balances (30+ styles),, LINK ,$52,,Moncler windbreakers (20+ styles),, LINK ,$30,,"Ralph Lauren Down Jacket
(10+ styles)",,LINK,$72
,,,https://drive.google.com/uc?export=view&id=1M3tNbp4M_hCxkzDiCBJ9gMr1BV8tIIVZ,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,Moncler puffers (50+ styles),,  LINK  ,$125,,CP Company puffers,, LINK ,$28-50,,"The North Face Down Jacket
(11+ styles)",,LINK,$21
,,,https://drive.google.com/uc?export=view&id=11XbKvRDOWDwWlRwUIRehJvdil-qqcyE3,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,Ralph Lauren knits (3 styles),, LINK ,$44,,CP Company zipups,, LINK ,$26,,"Nike Tech Pack Suit
(40+ styles)",,LINK,$43
,,,https://drive.google.com/uc?export=view&id=1UHNnpDhZO70CQZNfl3sc1FvUe5S2p6EM,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,Burberry puffers (4+ styles),, LINK ,$89,,More CP Company,, LINK ,$26,,"Syna World Suit
(8+ styles)",,LINK,$19
,,,https://drive.google.com/uc?export=view&id=1WSuNh8imV_BbF5VCFFXXuMqkxi6qpbsp,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,Burberry zip up hoodies (7+ styles),, LINK ,$44,,Designer belts (30+ styles),, LINK ,$14,,"AMIRI Jeans
(40+ styles)",,LINK,$21
,,,https://drive.google.com/uc?export=view&id=1oCfumOG9rwOo8NZnPTMZzNqEQAQ4EoXW,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,Moncler jackets (2 styles),, LINK ,$60,,Moncler sweaters,, LINK ,$15,,"Nike AF1 Air Force 1 Shoes
(23+ styles)",,LINK,$11
,,,https://drive.google.com/uc?export=view&id=1ZdZLQ3VSOW7gAuI5WMGxyYSzuh-jGvvm,Moncler Puffer Jacket     (6 styles),, LINK , https://weidian.com/item.html?itemID=7615095027 ,$38.33,¥268.20,,,,,,,,,affiliate store #4,,,,,Louis Vuttion jeans,, LINK ,$39,,,,,
,,,https://drive.google.com/uc?export=view&id=17AILtKd1UKuxVPXszteglIjqfvz4yJgQ,Corteiz Alcatraz Tracksuits (20+ styles),, LINK , https://weidian.com/item.html?itemID=7592815179 ,$9.63,¥67.38,,,,,,,,,"Air Force 1                                                    Top Batch
 (27+ styles)",, LINK ,$14,,Louis Vuittion sweaters (40+ styles),, LINK ,$31,,,,,
,,,https://drive.google.com/uc?export=view&id=1KmBQnluwANFqWH2C0G5vJAFe8FcKoiKU,"Nike Air Max Plus 3
Black Smoke Grey Gum (from videos)",,LINK,https://weidian.com/item.html?itemID=7643566987,$27.29,¥190.95,,,,,,,,,"Jordan 4 
 GX Batch (29+ styles)",, LINK ,$51,,Asics Gel Kayano 14 (37+ styles),, LINK ,$33,,,,,
,,,https://drive.google.com/uc?export=view&id=1Cn6crND1ilCwY3B6vu-5Hbo-pd8niuwJ,Supreme Air Max 95 (ST Batch) Best,,  LINK  , https://weidian.com/item.html?itemID=7644482533 ,$63.91,¥447.19,,,,,,,,,"Air Max 95
Top Batch (32+ styles)",, LINK ,$33,,Canada goose jackets,, LINK ,$50-96,,,,,
,,,https://drive.google.com/uc?export=view&id=1hAgtVvZ25K9aWdfxyDKGRR12vG8BQHoI,Nike Supreme TNs,,  LINK  , https://weidian.com/item.html?itemID=7644516267 ,$49.96,¥349.58,,,,,,,,,"Nike SHox 
 Top Batch (29+ styles)",, LINK ,$44,,Designer Underwear (20+ styles),, LINK ,$4,,,,,
,,,https://drive.google.com/uc?export=view&id=11qbrZmD-rEOYcKuKBWsiYUZiNGpT7HHw,Nike Supreme TNs,,  LINK  , https://weidian.com/item.html?itemID=7644516267 ,$49.96,¥349.58,,,,,,,,,Maison Margiella (29+ styles),, LINK ,$69,,Ralph Lauren tracksuit (10+ styles),, LINK ,$20,,,,,
,,,https://drive.google.com/uc?export=view&id=1rHPA4pWNEdPhiYje3se-jAjmZc-yJpDt,Nike Air Max Tailwind 5 Skepta,,  LINK  , https://weidian.com/item.html?itemID=7644440199 ,$60.78,¥425.29,,,,,,,,,"Top  Best  
Jordan Travis Scott
(27+ styles)",, LINK ,$43,,Nike tech fleece tracksuits (40+ styles),, LINK ,$20,,,,,
,,,https://drive.google.com/uc?export=view&id=1RPaGjE_nCSQY5ktmsOnoX2UoCe39Fyfq,Mertra Bigstep Hoodie Grey / Black           (Cheaper batch),,  LINK  , https://weidian.com/item.html?itemID=7643517569 ,$31.96,¥223.63,,,,,,,,,"Asic Gel
Top Batch (35+ styles)",, LINK ,$39,,Rolexes (50+ varients),, LINK ,$17,,,,,
,,,https://drive.google.com/uc?export=view&id=1MJ2hlhbMqLi52emacSSS9zZiHlBQoLu4,Mertra Bigstep Hoodie White / Navy           (Cheaper batch),,  LINK  , https://weidian.com/item.html?itemID=7643517569 ,$31.96,¥223.63,,,,,,,,,"Dunk Low
M Batch (29+ styles)",, LINK ,$24,,Nike Elite backpacks (40+ styles),, LINK ,$14,,,,,
,,,https://drive.google.com/uc?export=view&id=1UB0lmKJY1AC9_CYlpVOlKbt8AR1zYk9c,Mertra Bigstep Joggers Grey / Black           (Cheaper batch),,  LINK  , https://weidian.com/item.html?itemID=7643517569 ,$31.96,¥223.63,,,,,,,,,"Top Batch
Dior B22  B23
 (27+ styles)",, LINK ,$47,,Burberry Hoodies(40+ styles),, LINK ,$20,,,,,
,,,https://drive.google.com/uc?export=view&id=1QgrR6_FIxs23cidTlsg9oYRnq5-_9kF0,Mertra Bigstep Joggers White / Navy           (Cheaper batch),,  LINK  , https://weidian.com/item.html?itemID=7643517569 ,$31.96,¥223.63,,,,,,,,,"Yezzy Slides
 Top Batch
 (29+ styles)",, LINK ,$13,,Ralph Lauren pufferjackets (30+ styles),, LINK ,$68,,,,,
,,,https://drive.google.com/uc?export=view&id=1zLw9TfyXvlQ5Cz1ex0JsEzROZd-xOe2e,Ralph Lauren Sweaters,,  LINK  , https://weidian.com/item.html?itemID=7644438757 ,$39.00,¥272.89,,,,,,,,,"LOUIS VUITTON Skate                                          Top Batch
 (33+ styles）",, LINK ,$68,,football jerseys (50+ styles),, LINK ,$10,,,,,
,,,https://drive.google.com/uc?export=view&id=1k7NHc5ojpfgkTmdpd8NtwL2--80vdF-6,Ralph Lauren Sweaters,,  LINK  , https://weidian.com/item.html?itemID=7644438757 ,$39.00,¥272.89,,,,,,,,,"LV Trainers
Top Batch (33+ styles)",, LINK ,$47,,Essentials tracksuits,, LINK ,$14,,,,,
,,,https://drive.google.com/uc?export=view&id=1oJZeGTZiJ1VYgaUbZas3AT6phZUZM6CQ,Ralph Lauren Sweaters,,  LINK  , https://weidian.com/item.html?itemID=7644438757 ,$39.00,¥272.89,,,,,,,,,"Uggs Boots and Slippers
 (37+ styles)",, LINK ,$37,,Chrome hearts hoodies,, LINK ,$17,,,,,
,,,https://drive.google.com/uc?export=view&id=1CvDcX0XG_GDwBpnGBTKw02ps3dGeEKEK,Akimbo red super nice zip up ,,  LINK  , https://weidian.com/item.html?itemID=7644528103 ,$16.70,¥116.85,,,,,,,,,"Top Batch
New Balance 
9060
(32+ styles)",, LINK ,$34,,Ralph Lauren joggers (40+ styles),, LINK ,$12,,,,,
,,,https://drive.google.com/uc?export=view&id=1BrJUAAaHJuIzkhJY6CUVccX-p7pLlxzh,Poser London Cops and Robbers Jeans,,  LINK  , https://weidian.com/item.html?itemID=7646546992 ,$29.00,¥202.92,,,,,,,,,"Top Batch
New Balance 2002r 
(24+ styles)",, LINK ,$40,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=15UUmsG6TFdNn2ntpO7E0dr2RMxBaOD6k,Mertra x Umbro Hoodie Grey,,  LINK  , https://weidian.com/item.html?itemID=7644530103 ,$37.09,¥259.53,,,,,,,,,"Jordan 4                                                                     'Budget batch'
(30+ styles)",, LINK ,$23,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1yNqIb8fsCY0OqrEw0-zkY2I3tsHqvNnj,Mertra x Umbro Hoodie Black,,  LINK  , https://weidian.com/item.html?itemID=7644530103 ,$37.09,¥259.53,,,,,,,,,Christian Louboutins  (39+ styles),, LINK ,$70,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1UP-_FAEIFzrw_EGj-9OdnG_wGhQUyL8D,➡️ Ralph lauren puffers (from my videos) ,,  LINK  , https://weidian.com/item.html?itemID=7646548908 ,$40.20,¥281.29,,,,,,,,,Alexander Mcqueen (29+ styles),, LINK ,$39,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1pFYnwiDwT5_NbefETzlA5ssduCREAglj,1.1 Burberry Puffer ,,  LINK  , https://weidian.com/item.html?itemID=7647415078 ,$62.47,¥437.12,,,,,,,,,"Best Budget
Batch
Dior B30 (29+ styles)",, LINK ,$38,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1IlxCCe_rpy0Utfv8BLXAuFIEFp4yAXqH,"Oakley Vintage 
Logo Shirt",,LINK,https://weidian.com/item.html?itemID=7647383262,$15.65,¥109.51,,,,,,,,,"BALENCIAGA 
RUNNER
 Top Batch
 (35+ styles)",, LINK ,$86,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=11dZloMELQmM1T4jxam1Qod9mXZwAoFJ-,"Polo Ralph Lauren Polo ""Chicago""",,LINK,https://weidian.com/item.html?itemID=7644474605,$21.45,¥150.09,,,,,,,,,"THE NORTH FACE 1996
(24+ styles)",, LINK ,$49,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1UaJ84Qa1JpKSPBqnfWnDnpD8CQqLrfwQ,"Polo Ralph Lauren Polo ""New York""",,LINK,https://weidian.com/item.html?itemID=7644474605,$21.45,¥150.09,,,,,,,,,"Moncler Vests

 (14+styles)",, LINK ,$35,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=16_0mIOgF5W-puUOix6cRD4SLXmbjaYfT,"Polo Ralph Lauren Polo ""Tokyo""",,LINK,https://weidian.com/item.html?itemID=7644474605,$21.45,¥150.09,,,,,,,,,"SynaWord Fashion Hoodie
(30+styles)",, LINK ,$15,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1EEKPEvrChmmQ_-TpyST-hPrJo7tl9OfC,"Polo Ralph Lauren Polo ""Los Angeles""",,LINK,https://weidian.com/item.html?itemID=7647488288,$21.45,¥150.09,,,,,,,,,"Nike sports 
sweatshirt set
( 40colors )",, LINK ,$19,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1XtKR51XMXxsGyub4_Pv0AsC6mYWTZNuy,Polo Ralph Lauren USA knit Cardigan,,LINK,https://weidian.com/item.html?itemID=7644516247,$17.68,¥110.00,,,,,,,,,"Moncler
 Fashion Hoodie
(40 colors )",, LINK ,$16,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1Fl9RpXGK-pL-x22ImjHjSmpR06gj2oPg,Ami Paris Sweater White,,  LINK  , https://weidian.com/item.html?itemID=7643584661 ,$20.65,¥144.49,,,,,,,,,"Moncler
 Fashion Hoodie
(40 colors )",, LINK ,$14,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1MsZbHOoc--SHJnfQnQewB3nE2x8mLt9m,Ami Paris Sweater Black,,  LINK  , https://weidian.com/item.html?itemID=7643584661 ,$20.65,¥144.49,,,,,,,,,"Chrone Heart Fashion Hoodie
(40 colors)",, LINK ,$28,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1yeKwGGt1hoWTYRkM4YLXjdnkDdCtpQ__,Mertra X footlocker T shirt,,  LINK  , https://weidian.com/item.html?itemID=7647462540 ,$15.27,¥95.00,,,,,,,,,"Polo Ralph Lauren FW sweatshirt
(31+colors )",, LINK ,$24,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1DmyXBi4iJQyZ16OaIxcJ0NMswWikGftv,Mertra Asymmetrical Plaid Jacket Light Blue,,  LINK  , https://weidian.com/item.html?itemID=7647496270 ,$38.70,¥270.79,,,,,,,,,"Ralph lauren 
wool sweater
(7 colors )",, LINK ,$33,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1nEWqh1f5wul_sih2VvjsBSOELaLOwvMW,"LOUIS VUITTON Skate                                          Top Batch
 (33+ styles）",,  LINK  , https://weidian.com/item.html?itemID=7613117236 ,$68.98,¥458.00,,,,,,,,,Moncler Beanies (25+ styles),, LINK ,$9,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=12Ai6huzec2EWTwdyv9RtSXzpVPuF23y8,"Timberland Louis Vuitton
(10+ styles)",,  LINK  , https://weidian.com/item.html?itemID=7610139235 ,$35.58,¥248.00,,,,,,,,,"Acne Studios
warm scarf (34+ styles)",, LINK ,$13,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1xryymkzsHYZG6qC3xo9UxuOJDongqDjp,"Top PK-Batch
Dior B30
(29+ styles)",,  LINK  , https://weidian.com/item.html?itemID=7610216431 ,$64.85,¥438.00,,,,,,,,,"LOUIS VUITTON Initiales
(13+ styles)",, LINK ,$14,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1DMZnCa3GBFU1SfHKDR1RqtWiqvdblQpQ,"Air Force 1                                                    Top Batch
 (27+ styles)",,  LINK  , https://weidian.com/item.html?itemID=7610127337 ,$14.82,¥99.00,,,,,,,,,Gucci Rings (30+ styles),, LINK ,$14,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1e8ywJV6yxglP0gcOnPdSB5Pdc1NGlUb_,"Nike SHox 
 Top Batch (29+ styles)",,  LINK  , https://weidian.com/item.html?itemID=7613113308 ,$44.63,¥298.00,,,,,,,,,1:1 Rolex Watches  (39+ styles),, LINK ,$64,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1rV8Mv7M9RTl0lnOQbOmihqJsXh1UkOUf,"Jordan 4 
 GX Batch (29+ styles)",,  LINK  , https://weidian.com/item.html?itemID=7613214398 ,$51.43,¥350.00,,,,,,,,,"Apple Watch
S8. S9
S10.Utra2",, LINK ,$56,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1oBguIUSfK3-14TGEmmlGhZ-_m290ekTH,"Ralph Laure 
Long sleeves
( 26 colors )",,  LINK  , https://weidian.com/item.html?itemID=7638805747 ,$94.00,¥189.00,,,,,,,,,affiliate store #5,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1rOMd0tpNO0z8P-qJuDA-CeyA3IZdSV1u,"LV Fashion Jacket
( 29+ colors )",,  LINK  , https://weidian.com/item.html?itemID=7641681116 ,$68.84,¥460.00,,,,,,,,,Nike Small Swoosh Hoodies (13+ styles),, LINK ,$12,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1i4P1Qn9zLtzEIyr2xLiOMtT1EWhvjqsT,"ESSENTIAL High street  
loose sweatshirt
( 29 colors )",,  LINK  , https://weidian.com/item.html?itemID=7641758540 ,$21.96,¥148.00,,,,,,,,,Essentials Track Pants,, LINK ,$15,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1FASZplSd2ajiC6c8wZY0p0yf0x0o0uTl,"Ralph lauren polo Tees
(17+ colors )",,  LINK  , https://weidian.com/item.html?itemID=7641687112 ,$14.82,¥99.00,,,,,,,,,Corteiz Tracksuits (15+ styles),, LINK ,$10,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1njxeXkF09Gwc0n2TKY3RemruiTIMV60r,"Timberlands 6"" Boots
(Insane Quality)",,  LINK  , https://weidian.com/item.html?itemID=7646541106 ,$55.11,¥385.62,,,,,,,,,Essentials Hoodie (15+ styles),, LINK ,$17,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=17jDnvQDK2dQNUFngxeUNW6ZzPmBYzqjm,Birkenstock Boston Suade,,  LINK  , https://weidian.com/item.html?itemID=7646499352 ,$24.64,¥172.41,,,,,,,,,Corteiz Zip Up hoodies (6+ styles),, LINK ,$10,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1nw_st8EP6MU_GLt7Mj_pa8YzMpJOQAUS,Tibetan Tiger Rug          (from my videos),,  LINK  , https://weidian.com/item.html?itemID=7647482388 ,$33.33,¥233.22,,,,,,,,,More Corteiz Tracksuits (10+ styles),, LINK ,$15,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Shoes, Slides, etc",,,,,,,,,,,,,,Synaworld Tracksuits (8+ styles),, LINK ,$13,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1lLn3-w0Hrr5rZSVRxObAQwtq7YGyuauD,Nike Air Max TNs Utility Black Metallic,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,Mertra Tracksuits (4 styles),, LINK ,$14,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1U_y8zu3owmbi0wEqkO8rXyQYxccO7HhP,Nike Air Max TNs Midnight Navy,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,More Corteiz Hoodies (4+ styles),, LINK ,$14,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1sX7gp7RUzacYAqHkO-2QEfA-WqaE2GX-,Nike Air Max TNs Triple White,, LINK , https://weidian.com/item.html?itemID=7618158374 ,$43.30,¥302.98,,,,,,,,,Corteiz T shirts     (4+ styles),, LINK ,$8,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=10XlfypGXl6vvEbsE5WPsbFVC2tg4Py09,Nike Air Max TNs Neptune Blue,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1he4HSkZHS1kljVxIeKK8BOs1u0IBO45_,Nike Air Max TNs Utility Black Metallic Silver,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1N3I2XUNWwlJai2skmS8FxLtY1A7dVogy,Nike Air Max TNs Utility White University Red,, LINK , https://weidian.com/item.html?itemID=7618158374 ,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1zk9Bhw9o6kyKGAScJZbMTo1nfbvr-bGN,Nike Air Max TN Deadpool,, LINK , https://weidian.com/item.html?itemID=7618158374 ,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1NU2aIoeQXOeC0Jmu9nwPPpkzG5sKzJsG,Nike Air Max TNs Utility White,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1OJ5QKpAGi3gGkaMPyNKgTLHnFgrldXbr,Nike Air Max TNs Black Blue Tint,, LINK , https://weidian.com/item.html?itemID=7618158374 ,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1WVm-f_BnurRx6xAuku3aK5-aoHdDOiu9,Nike Air Max TNs Utility Medium Olive,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
,,,https://drive.google.com/uc?export=view&id=1jxFky-5P0DazNBpnwhdZIIq2nAhxvcAe,Nike Air Max TN Triple Black,,LINK,https://weidian.com/item.html?itemID=7618158374,$43.30,¥302.98,,,,,,,,,,,,,,,,,,,,,,
